"Date","Price","Open","High","Low","Vol.","Change %"
"08/25/2005","18,615.5","18,472.1","18,768.9","18,430.2","","0.65%"
"08/24/2005","18,495.2","18,090.0","18,507.8","18,067.9","","2.07%"
"08/23/2005","18,120.6","18,011.0","18,167.1","17,945.0","","0.57%"
"08/22/2005","18,018.5","17,918.7","18,045.2","17,890.2","","0.50%"
"08/19/2005","17,929.2","17,868.2","17,935.7","17,841.4","","0.10%"
"08/18/2005","17,911.1","17,876.3","18,005.8","17,832.8","","0.09%"
"08/17/2005","17,895.4","17,897.9","17,929.6","17,818.8","","-0.18%"
"08/16/2005","17,927.4","17,885.6","17,964.5","17,809.1","","0.07%"
"08/15/2005","17,914.7","17,766.1","17,942.9","17,732.8","","0.81%"
"08/12/2005","17,771.1","17,714.5","17,831.6","17,690.1","","0.09%"
"08/11/2005","17,754.9","17,535.5","17,744.5","17,504.5","","1.23%"
"08/10/2005","17,539.2","17,483.8","17,547.5","17,462.4","","0.22%"
"08/09/2005","17,501.2","17,439.6","17,531.8","17,432.9","","0.18%"
"08/08/2005","17,469.2","17,300.2","17,482.3","17,263.9","","0.73%"
"08/05/2005","17,341.8","17,288.7","17,353.8","17,252.5","","0.18%"
"08/04/2005","17,311.0","17,322.7","17,516.2","17,241.7","","-0.18%"
"08/03/2005","17,341.5","17,256.5","17,406.6","17,196.9","","0.34%"
"08/02/2005","17,283.4","17,277.4","17,502.4","17,230.1","","-0.13%"
"08/01/2005","17,306.3","17,213.7","17,324.2","17,185.3","","0.44%"
"07/29/2005","17,229.8","17,258.5","17,265.4","17,144.3","","-0.20%"
"07/28/2005","17,264.9","17,139.6","17,297.9","17,103.5","","0.60%"
"07/27/2005","17,162.4","17,039.4","17,176.9","17,017.6","","0.65%"
"07/26/2005","17,052.1","17,135.1","17,155.4","17,000.7","","-0.52%"
"07/25/2005","17,140.4","17,006.3","17,141.0","16,981.9","","0.62%"
"07/22/2005","17,034.0","17,107.3","17,187.4","16,954.9","","-0.59%"
"07/21/2005","17,134.5","17,076.6","17,271.5","17,043.1","","0.28%"
"07/20/2005","17,087.5","17,018.7","17,161.2","16,901.6","","0.30%"
"07/19/2005","17,036.6","17,104.2","17,145.6","17,000.2","","-0.55%"
"07/18/2005","17,130.0","17,116.0","17,194.6","17,086.9","","-0.05%"
"07/15/2005","17,138.9","17,204.9","17,293.7","17,085.9","","-0.48%"
"07/14/2005","17,221.0","17,252.9","17,306.8","17,177.5","","-0.37%"
